code,vul_id,severity,line_no
password = 'hardcoded_password123'  # CWE-798,209,2,6
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",787,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",16,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",703,1,14
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",922,1,9
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",306,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",94,3,12
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",319,0,-1
password = 'hardcoded_password123'  # CWE-798,191,2,5
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",287,0,-1
password = 'hardcoded_password123'  # CWE-798,352,2,5
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",79,2,8
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",918,2,7
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",77,3,3
password = 'hardcoded_password123'  # CWE-798,732,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",326,1,2
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",78,3,5
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",1021,2,15
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",922,3,15
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",703,1,11
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",400,2,1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",502,3,5
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",1231,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",352,1,9
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",732,2,5
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",327,1,10
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",190,1,4
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",798,2,10
password = 'hardcoded_password123'  # CWE-798,352,2,5
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",330,1,15
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",77,1,8
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",90,1,12
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",284,3,15
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",502,3,14
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",74,1,4
password = 'hardcoded_password123'  # CWE-798,327,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",16,2,13
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",284,2,14
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",73,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",248,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",416,2,6
password = 'hardcoded_password123'  # CWE-798,352,2,6
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",22,3,11
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",119,3,12
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",502,0,-1
password = 'hardcoded_password123'  # CWE-798,369,1,5
password = 'hardcoded_password123'  # CWE-798,23,2,6
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",209,2,11
password = 'hardcoded_password123'  # CWE-798,1189,3,5
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",1021,1,3
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",1189,3,12
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",1191,2,8
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",352,1,13
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",23,3,11
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",119,3,15
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",476,3,1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",200,1,15
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",89,3,3
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",306,1,15
password = 'hardcoded_password123'  # CWE-798,200,3,14
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",201,1,7
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",330,3,7
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",601,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",20,2,14
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",326,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",190,1,2
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",209,3,6
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",284,3,13
password = 'hardcoded_password123'  # CWE-798,311,1,4
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",319,2,11
password = 'hardcoded_password123'  # CWE-798,94,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",23,2,14
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",90,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",1189,1,14
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",400,1,3
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",601,2,1
password = 'hardcoded_password123'  # CWE-798,120,2,14
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",78,1,4
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",120,3,9
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",74,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",22,2,2
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",125,3,2
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",73,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",502,1,3
password = 'hardcoded_password123'  # CWE-798,311,3,13
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",94,2,6
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",601,1,6
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",476,3,4
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",1231,3,1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",369,1,12
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",200,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",73,1,1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",78,2,6
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",89,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",200,2,12
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",22,2,3
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",284,3,4
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",90,3,5
password = 'hardcoded_password123'  # CWE-798,284,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",200,3,1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",863,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",287,2,1
password = 'hardcoded_password123'  # CWE-798,190,2,3
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",352,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",917,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",78,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",191,1,4
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",79,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",287,3,1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",732,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",119,3,9
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",16,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",1191,1,6
password = 'hardcoded_password123'  # CWE-798,1321,2,8
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",94,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",209,3,6
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",732,2,13
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",703,3,6
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",1191,3,11
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",89,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",125,1,3
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",78,3,11
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",20,1,13
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",917,3,9
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",328,3,6
password = 'hardcoded_password123'  # CWE-798,862,3,2
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",94,3,14
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",787,1,1
password = 'hardcoded_password123'  # CWE-798,918,2,11
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",23,2,13
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",352,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",1321,1,5
password = 'hardcoded_password123'  # CWE-798,23,1,9
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",787,1,2
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",77,1,3
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",16,0,-1
password = 'hardcoded_password123'  # CWE-798,369,3,13
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",191,2,12
password = 'hardcoded_password123'  # CWE-798,787,1,13
password = 'hardcoded_password123'  # CWE-798,400,3,6
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",369,1,4
password = 'hardcoded_password123'  # CWE-798,863,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",200,0,-1
password = 'hardcoded_password123'  # CWE-798,326,3,4
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",502,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",476,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",120,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",77,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",74,2,4
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",120,2,3
password = 'hardcoded_password123'  # CWE-798,787,2,6
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",200,1,7
password = 'hardcoded_password123'  # CWE-798,400,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",90,3,14
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",319,1,7
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",328,1,7
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",1321,2,5
